tipo,arquivo_local,pagina_origem,caminho_setorial,rotulo,legenda_ia,sha256,bytes
imagem-base,04_orgaos-e-sistemas/06_sistema-linfoide/03_organs/01_lymph-node/10_lymph-node-9/imagens/base/Or.Ly_.Node-9.jpg,https://digitalhistology.org/organs-systems/lymphoid/organs/lymph-node/lymph-node-9/,Órgãos e Sistemas > Sistema Linfoide > Organs > Lymph Node > Lymph node 9,,"Imagem-base educacional de histologia da pagina 'Lymph node: medulla', no setor Órgãos e Sistemas > Sistema Linfoide > Organs > Lymph Node > Lymph node 9. Descricao original da pagina: The medulla contains medullary cords and medullary sinuses located between the cords. The medullary cords are composed primarily of B lymphocytes and plasma cells along with macrophages, lymphocytes and reticular cells. The lymph-filled medullary sinuses contain macrophages, lymphocytes and a network of reticular cells and fibers. 200x. Este arquivo nao contem os marcadores interativos; use as camadas PNG relacionadas para localizar estruturas. Origem: Digital Histology, https://digitalhistology.org/organs-systems/lymphoid/organs/lymph-node/lymph-node-9/, acesso em 2026-08-07.",f517eafec109e458a25436e4bc300b0708e574191d4b1aa6644c19f7d4c8d663,1778859
marcador-overlay,04_orgaos-e-sistemas/06_sistema-linfoide/03_organs/01_lymph-node/10_lymph-node-9/imagens/marcadores/Or.Ly_.Node-9-1-ping.png,https://digitalhistology.org/organs-systems/lymphoid/organs/lymph-node/lymph-node-9/,Órgãos e Sistemas > Sistema Linfoide > Organs > Lymph Node > Lymph node 9,Medulla,"Camada transparente de anotacao da pagina 'Lymph node: medulla'. Deve ser sobreposta, sem redimensionamento independente, a 'Or.Ly_.Node-9.jpg'. Destaca a estrutura ou conceito 'Medulla' por setas, contornos ou marcadores coloridos (incluindo vermelho quando presente). Explicacao original: The medulla contains medullary cords and medullary sinuses located between the cords. The medullary cords are composed primarily of B lymphocytes and plasma cells along with macrophages, lymphocytes and reticular cells. The lymph-filled medullary sinuses contain macrophages, lymphocytes and a network of reticular cells and fibers. 200x. Contexto setorial: Órgãos e Sistemas > Sistema Linfoide > Organs > Lymph Node > Lymph node 9. Origem: Digital Histology, https://digitalhistology.org/organs-systems/lymphoid/organs/lymph-node/lymph-node-9/, acesso em 2026-08-07.",53f84123083ea9e366b787b637339902e6c5b2a82bb451a8bda2766165e18854,27861
marcador-overlay,04_orgaos-e-sistemas/06_sistema-linfoide/03_organs/01_lymph-node/10_lymph-node-9/imagens/marcadores/Or.Ly_.Node-9-2-ping.png,https://digitalhistology.org/organs-systems/lymphoid/organs/lymph-node/lymph-node-9/,Órgãos e Sistemas > Sistema Linfoide > Organs > Lymph Node > Lymph node 9,Medullary sinuses,"Camada transparente de anotacao da pagina 'Lymph node: medulla'. Deve ser sobreposta, sem redimensionamento independente, a 'Or.Ly_.Node-9.jpg'. Destaca a estrutura ou conceito 'Medullary sinuses' por setas, contornos ou marcadores coloridos (incluindo vermelho quando presente). Explicacao original: The medulla contains medullary cords and medullary sinuses located between the cords. The medullary cords are composed primarily of B lymphocytes and plasma cells along with macrophages, lymphocytes and reticular cells. The lymph-filled medullary sinuses contain macrophages, lymphocytes and a network of reticular cells and fibers. 200x. Contexto setorial: Órgãos e Sistemas > Sistema Linfoide > Organs > Lymph Node > Lymph node 9. Origem: Digital Histology, https://digitalhistology.org/organs-systems/lymphoid/organs/lymph-node/lymph-node-9/, acesso em 2026-08-07.",b1df0d88c349e8312a2cc021da0ee6ed3ac7d141c81b2c515406e50e2a214101,21250
marcador-overlay,04_orgaos-e-sistemas/06_sistema-linfoide/03_organs/01_lymph-node/10_lymph-node-9/imagens/marcadores/Or.Ly_.Node-9-3-ping.png,https://digitalhistology.org/organs-systems/lymphoid/organs/lymph-node/lymph-node-9/,Órgãos e Sistemas > Sistema Linfoide > Organs > Lymph Node > Lymph node 9,Medullary cords,"Camada transparente de anotacao da pagina 'Lymph node: medulla'. Deve ser sobreposta, sem redimensionamento independente, a 'Or.Ly_.Node-9.jpg'. Destaca a estrutura ou conceito 'Medullary cords' por setas, contornos ou marcadores coloridos (incluindo vermelho quando presente). Explicacao original: The medulla contains medullary cords and medullary sinuses located between the cords. The medullary cords are composed primarily of B lymphocytes and plasma cells along with macrophages, lymphocytes and reticular cells. The lymph-filled medullary sinuses contain macrophages, lymphocytes and a network of reticular cells and fibers. 200x. Contexto setorial: Órgãos e Sistemas > Sistema Linfoide > Organs > Lymph Node > Lymph node 9. Origem: Digital Histology, https://digitalhistology.org/organs-systems/lymphoid/organs/lymph-node/lymph-node-9/, acesso em 2026-08-07.",316b7ea190b9537d31a48d7c14c85f7cd2f0614afc0fa427f2ff255bdb2fd7df,23041
marcador-overlay,04_orgaos-e-sistemas/06_sistema-linfoide/03_organs/01_lymph-node/10_lymph-node-9/imagens/marcadores/Or.Ly_.Node-9-4-ping.png,https://digitalhistology.org/organs-systems/lymphoid/organs/lymph-node/lymph-node-9/,Órgãos e Sistemas > Sistema Linfoide > Organs > Lymph Node > Lymph node 9,Deep cortex,"Camada transparente de anotacao da pagina 'Lymph node: medulla'. Deve ser sobreposta, sem redimensionamento independente, a 'Or.Ly_.Node-9.jpg'. Destaca a estrutura ou conceito 'Deep cortex' por setas, contornos ou marcadores coloridos (incluindo vermelho quando presente). Explicacao original: The medulla contains medullary cords and medullary sinuses located between the cords. The medullary cords are composed primarily of B lymphocytes and plasma cells along with macrophages, lymphocytes and reticular cells. The lymph-filled medullary sinuses contain macrophages, lymphocytes and a network of reticular cells and fibers. 200x. Contexto setorial: Órgãos e Sistemas > Sistema Linfoide > Organs > Lymph Node > Lymph node 9. Origem: Digital Histology, https://digitalhistology.org/organs-systems/lymphoid/organs/lymph-node/lymph-node-9/, acesso em 2026-08-07.",be7e63fe69a58a2c8cb9f02a7c01b3ec86af2b4499e1cd55e698b717551d7a32,17760
imagem-base,04_orgaos-e-sistemas/09_sistema-reprodutor/02_feminino/03_oviduct/03_oviduct-3/imagens/base/O.R.F.OD_.03.jpg,https://digitalhistology.org/organs-systems/reproductive/female/oviduct/oviduct-3/,Órgãos e Sistemas > Sistema Reprodutor > Feminino > Oviduct > Oviduct 3,,"Imagem-base educacional de histologia da pagina 'Oviduct: ampulla', no setor Órgãos e Sistemas > Sistema Reprodutor > Feminino > Oviduct > Oviduct 3. Descricao original da pagina: The ampullary wall has a highly infolded mucosa. Because a muscularis mucosae is lacking, lamina propria and submucosa form a single connective tissue layer. Muscularis externa consists of inner circular and outer longitudinal layers that intermingle. The oviduct (Fallopian tube) is surrounded by a serosa and suspended by a mesosalpinx from the broad ligament. 400x. Este arquivo nao contem os marcadores interativos; use as camadas PNG relacionadas para localizar estruturas. Origem: Digital Histology, https://digitalhistology.org/organs-systems/reproductive/female/oviduct/oviduct-3/, acesso em 2026-08-07.",ca85578e3ee5c0fef5e7c8d5f46cd56a508f65c26c0fc945fa547e5a66dfe7d8,2943558
marcador-overlay,04_orgaos-e-sistemas/09_sistema-reprodutor/02_feminino/03_oviduct/03_oviduct-3/imagens/marcadores/O.R.F.OD_.03.P01.png,https://digitalhistology.org/organs-systems/reproductive/female/oviduct/oviduct-3/,Órgãos e Sistemas > Sistema Reprodutor > Feminino > Oviduct > Oviduct 3,Lumen,"Camada transparente de anotacao da pagina 'Oviduct: ampulla'. Deve ser sobreposta, sem redimensionamento independente, a 'O.R.F.OD_.03.jpg'. Destaca a estrutura ou conceito 'Lumen' por setas, contornos ou marcadores coloridos (incluindo vermelho quando presente). Explicacao original: The ampullary wall has a highly infolded mucosa. Because a muscularis mucosae is lacking, lamina propria and submucosa form a single connective tissue layer. Muscularis externa consists of inner circular and outer longitudinal layers that intermingle. The oviduct (Fallopian tube) is surrounded by a serosa and suspended by a mesosalpinx from the broad ligament. 400x. Contexto setorial: Órgãos e Sistemas > Sistema Reprodutor > Feminino > Oviduct > Oviduct 3. Origem: Digital Histology, https://digitalhistology.org/organs-systems/reproductive/female/oviduct/oviduct-3/, acesso em 2026-08-07.",efb400442efe005ffb8f907dd6e64fe8a97da9244d809e6b90805e1c2101cdef,47086
marcador-overlay,04_orgaos-e-sistemas/09_sistema-reprodutor/02_feminino/03_oviduct/03_oviduct-3/imagens/marcadores/O.R.F.OD_.03.P02.png,https://digitalhistology.org/organs-systems/reproductive/female/oviduct/oviduct-3/,Órgãos e Sistemas > Sistema Reprodutor > Feminino > Oviduct > Oviduct 3,Epithelium,"Camada transparente de anotacao da pagina 'Oviduct: ampulla'. Deve ser sobreposta, sem redimensionamento independente, a 'O.R.F.OD_.03.jpg'. Destaca a estrutura ou conceito 'Epithelium' por setas, contornos ou marcadores coloridos (incluindo vermelho quando presente). Explicacao original: The ampullary wall has a highly infolded mucosa. Because a muscularis mucosae is lacking, lamina propria and submucosa form a single connective tissue layer. Muscularis externa consists of inner circular and outer longitudinal layers that intermingle. The oviduct (Fallopian tube) is surrounded by a serosa and suspended by a mesosalpinx from the broad ligament. 400x. Contexto setorial: Órgãos e Sistemas > Sistema Reprodutor > Feminino > Oviduct > Oviduct 3. Origem: Digital Histology, https://digitalhistology.org/organs-systems/reproductive/female/oviduct/oviduct-3/, acesso em 2026-08-07.",045d9023e550b208edf58d5cb1b9dacb7fec9af27417f446d939e1a8846386ff,50074
marcador-overlay,04_orgaos-e-sistemas/09_sistema-reprodutor/02_feminino/03_oviduct/03_oviduct-3/imagens/marcadores/O.R.F.OD_.03.P03.png,https://digitalhistology.org/organs-systems/reproductive/female/oviduct/oviduct-3/,Órgãos e Sistemas > Sistema Reprodutor > Feminino > Oviduct > Oviduct 3,Lamina propria,"Camada transparente de anotacao da pagina 'Oviduct: ampulla'. Deve ser sobreposta, sem redimensionamento independente, a 'O.R.F.OD_.03.jpg'. Destaca a estrutura ou conceito 'Lamina propria' por setas, contornos ou marcadores coloridos (incluindo vermelho quando presente). Explicacao original: The ampullary wall has a highly infolded mucosa. Because a muscularis mucosae is lacking, lamina propria and submucosa form a single connective tissue layer. Muscularis externa consists of inner circular and outer longitudinal layers that intermingle. The oviduct (Fallopian tube) is surrounded by a serosa and suspended by a mesosalpinx from the broad ligament. 400x. Contexto setorial: Órgãos e Sistemas > Sistema Reprodutor > Feminino > Oviduct > Oviduct 3. Origem: Digital Histology, https://digitalhistology.org/organs-systems/reproductive/female/oviduct/oviduct-3/, acesso em 2026-08-07.",0bba08aee0c92957e1078d0d906c18f1ffd8a95ed47ecd668d69c1c4baf0d442,49773
marcador-overlay,04_orgaos-e-sistemas/09_sistema-reprodutor/02_feminino/03_oviduct/03_oviduct-3/imagens/marcadores/O.R.F.OD_.03.P04.png,https://digitalhistology.org/organs-systems/reproductive/female/oviduct/oviduct-3/,Órgãos e Sistemas > Sistema Reprodutor > Feminino > Oviduct > Oviduct 3,Submucosa,"Camada transparente de anotacao da pagina 'Oviduct: ampulla'. Deve ser sobreposta, sem redimensionamento independente, a 'O.R.F.OD_.03.jpg'. Destaca a estrutura ou conceito 'Submucosa' por setas, contornos ou marcadores coloridos (incluindo vermelho quando presente). Explicacao original: The ampullary wall has a highly infolded mucosa. Because a muscularis mucosae is lacking, lamina propria and submucosa form a single connective tissue layer. Muscularis externa consists of inner circular and outer longitudinal layers that intermingle. The oviduct (Fallopian tube) is surrounded by a serosa and suspended by a mesosalpinx from the broad ligament. 400x. Contexto setorial: Órgãos e Sistemas > Sistema Reprodutor > Feminino > Oviduct > Oviduct 3. Origem: Digital Histology, https://digitalhistology.org/organs-systems/reproductive/female/oviduct/oviduct-3/, acesso em 2026-08-07.",9c171cb80716b4c0ab6169c103bf06fa5f0f39eacec104a2e89d807a8a464f3a,45798
marcador-overlay,04_orgaos-e-sistemas/09_sistema-reprodutor/02_feminino/03_oviduct/03_oviduct-3/imagens/marcadores/O.R.F.OD_.03.P05.png,https://digitalhistology.org/organs-systems/reproductive/female/oviduct/oviduct-3/,Órgãos e Sistemas > Sistema Reprodutor > Feminino > Oviduct > Oviduct 3,Inner circular smooth muscle,"Camada transparente de anotacao da pagina 'Oviduct: ampulla'. Deve ser sobreposta, sem redimensionamento independente, a 'O.R.F.OD_.03.jpg'. Destaca a estrutura ou conceito 'Inner circular smooth muscle' por setas, contornos ou marcadores coloridos (incluindo vermelho quando presente). Explicacao original: The ampullary wall has a highly infolded mucosa. Because a muscularis mucosae is lacking, lamina propria and submucosa form a single connective tissue layer. Muscularis externa consists of inner circular and outer longitudinal layers that intermingle. The oviduct (Fallopian tube) is surrounded by a serosa and suspended by a mesosalpinx from the broad ligament. 400x. Contexto setorial: Órgãos e Sistemas > Sistema Reprodutor > Feminino > Oviduct > Oviduct 3. Origem: Digital Histology, https://digitalhistology.org/organs-systems/reproductive/female/oviduct/oviduct-3/, acesso em 2026-08-07.",01cccb532f07ee99cdbda7c278feae914c7f344d8c828a4a571d598c26b72b55,45741
marcador-overlay,04_orgaos-e-sistemas/09_sistema-reprodutor/02_feminino/03_oviduct/03_oviduct-3/imagens/marcadores/O.R.F.OD_.03.P06.png,https://digitalhistology.org/organs-systems/reproductive/female/oviduct/oviduct-3/,Órgãos e Sistemas > Sistema Reprodutor > Feminino > Oviduct > Oviduct 3,Outer longitudinal smooth muscle,"Camada transparente de anotacao da pagina 'Oviduct: ampulla'. Deve ser sobreposta, sem redimensionamento independente, a 'O.R.F.OD_.03.jpg'. Destaca a estrutura ou conceito 'Outer longitudinal smooth muscle' por setas, contornos ou marcadores coloridos (incluindo vermelho quando presente). Explicacao original: The ampullary wall has a highly infolded mucosa. Because a muscularis mucosae is lacking, lamina propria and submucosa form a single connective tissue layer. Muscularis externa consists of inner circular and outer longitudinal layers that intermingle. The oviduct (Fallopian tube) is surrounded by a serosa and suspended by a mesosalpinx from the broad ligament. 400x. Contexto setorial: Órgãos e Sistemas > Sistema Reprodutor > Feminino > Oviduct > Oviduct 3. Origem: Digital Histology, https://digitalhistology.org/organs-systems/reproductive/female/oviduct/oviduct-3/, acesso em 2026-08-07.",5f1880e4d2ca5934c3c4dde515351cea4abd21f141d21868b98492979f76ff14,46871
marcador-overlay,04_orgaos-e-sistemas/09_sistema-reprodutor/02_feminino/03_oviduct/03_oviduct-3/imagens/marcadores/O.R.F.OD_.03.P07.png,https://digitalhistology.org/organs-systems/reproductive/female/oviduct/oviduct-3/,Órgãos e Sistemas > Sistema Reprodutor > Feminino > Oviduct > Oviduct 3,Serosa,"Camada transparente de anotacao da pagina 'Oviduct: ampulla'. Deve ser sobreposta, sem redimensionamento independente, a 'O.R.F.OD_.03.jpg'. Destaca a estrutura ou conceito 'Serosa' por setas, contornos ou marcadores coloridos (incluindo vermelho quando presente). Explicacao original: The ampullary wall has a highly infolded mucosa. Because a muscularis mucosae is lacking, lamina propria and submucosa form a single connective tissue layer. Muscularis externa consists of inner circular and outer longitudinal layers that intermingle. The oviduct (Fallopian tube) is surrounded by a serosa and suspended by a mesosalpinx from the broad ligament. 400x. Contexto setorial: Órgãos e Sistemas > Sistema Reprodutor > Feminino > Oviduct > Oviduct 3. Origem: Digital Histology, https://digitalhistology.org/organs-systems/reproductive/female/oviduct/oviduct-3/, acesso em 2026-08-07.",60d61cbd8b40f796346f9de9a84bd5836261e1cf1d902d41a0affa99362f90c8,48507
marcador-overlay,04_orgaos-e-sistemas/09_sistema-reprodutor/02_feminino/03_oviduct/03_oviduct-3/imagens/marcadores/O.R.F.OD_.03.P08.png,https://digitalhistology.org/organs-systems/reproductive/female/oviduct/oviduct-3/,Órgãos e Sistemas > Sistema Reprodutor > Feminino > Oviduct > Oviduct 3,Mesosalpinx,"Camada transparente de anotacao da pagina 'Oviduct: ampulla'. Deve ser sobreposta, sem redimensionamento independente, a 'O.R.F.OD_.03.jpg'. Destaca a estrutura ou conceito 'Mesosalpinx' por setas, contornos ou marcadores coloridos (incluindo vermelho quando presente). Explicacao original: The ampullary wall has a highly infolded mucosa. Because a muscularis mucosae is lacking, lamina propria and submucosa form a single connective tissue layer. Muscularis externa consists of inner circular and outer longitudinal layers that intermingle. The oviduct (Fallopian tube) is surrounded by a serosa and suspended by a mesosalpinx from the broad ligament. 400x. Contexto setorial: Órgãos e Sistemas > Sistema Reprodutor > Feminino > Oviduct > Oviduct 3. Origem: Digital Histology, https://digitalhistology.org/organs-systems/reproductive/female/oviduct/oviduct-3/, acesso em 2026-08-07.",ca8880f9df47e48a240614d399a1a2f77581c36f2494d9bea3a5ae77effe365c,15787
imagem-base,04_orgaos-e-sistemas/09_sistema-reprodutor/02_feminino/03_oviduct/08_oviduct-8/imagens/base/O.R.F.OD_.08.jpg,https://digitalhistology.org/organs-systems/reproductive/female/oviduct/oviduct-8/,Órgãos e Sistemas > Sistema Reprodutor > Feminino > Oviduct > Oviduct 8,,"Imagem-base educacional de histologia da pagina 'Oviduct: intramural portion', no setor Órgãos e Sistemas > Sistema Reprodutor > Feminino > Oviduct > Oviduct 8. Descricao original da pagina: The intramural oviduct lies within the uterine wall, surrounded by the uterine musculature. In the intramural oviduct, the folds of the mucosa are reduced to just a few ridges; secretory cells outnumber ciliated cells, and the muscularis externa is thick. 40x. Este arquivo nao contem os marcadores interativos; use as camadas PNG relacionadas para localizar estruturas. Origem: Digital Histology, https://digitalhistology.org/organs-systems/reproductive/female/oviduct/oviduct-8/, acesso em 2026-08-07.",bda692adb6c0ced2faeb27b938ce860617de2780893e9dac0288724973319f9c,3144259
marcador-overlay,04_orgaos-e-sistemas/09_sistema-reprodutor/02_feminino/03_oviduct/08_oviduct-8/imagens/marcadores/O.R.F.OD_.08.P01.png,https://digitalhistology.org/organs-systems/reproductive/female/oviduct/oviduct-8/,Órgãos e Sistemas > Sistema Reprodutor > Feminino > Oviduct > Oviduct 8,Lumen,"Camada transparente de anotacao da pagina 'Oviduct: intramural portion'. Deve ser sobreposta, sem redimensionamento independente, a 'O.R.F.OD_.08.jpg'. Destaca a estrutura ou conceito 'Lumen' por setas, contornos ou marcadores coloridos (incluindo vermelho quando presente). Explicacao original: The intramural oviduct lies within the uterine wall, surrounded by the uterine musculature. In the intramural oviduct, the folds of the mucosa are reduced to just a few ridges; secretory cells outnumber ciliated cells, and the muscularis externa is thick. 40x. Contexto setorial: Órgãos e Sistemas > Sistema Reprodutor > Feminino > Oviduct > Oviduct 8. Origem: Digital Histology, https://digitalhistology.org/organs-systems/reproductive/female/oviduct/oviduct-8/, acesso em 2026-08-07.",4ea95dd926c668a98ab36f1b3149ac016c104a06690d3f9b9bea8755a22a8d0f,37859
marcador-overlay,04_orgaos-e-sistemas/09_sistema-reprodutor/02_feminino/03_oviduct/08_oviduct-8/imagens/marcadores/O.R.F.OD_.08.P02.png,https://digitalhistology.org/organs-systems/reproductive/female/oviduct/oviduct-8/,Órgãos e Sistemas > Sistema Reprodutor > Feminino > Oviduct > Oviduct 8,Mucosa,"Camada transparente de anotacao da pagina 'Oviduct: intramural portion'. Deve ser sobreposta, sem redimensionamento independente, a 'O.R.F.OD_.08.jpg'. Destaca a estrutura ou conceito 'Mucosa' por setas, contornos ou marcadores coloridos (incluindo vermelho quando presente). Explicacao original: The intramural oviduct lies within the uterine wall, surrounded by the uterine musculature. In the intramural oviduct, the folds of the mucosa are reduced to just a few ridges; secretory cells outnumber ciliated cells, and the muscularis externa is thick. 40x. Contexto setorial: Órgãos e Sistemas > Sistema Reprodutor > Feminino > Oviduct > Oviduct 8. Origem: Digital Histology, https://digitalhistology.org/organs-systems/reproductive/female/oviduct/oviduct-8/, acesso em 2026-08-07.",827deb75cc396ab4589181d18a5ca534a74d60715addd35030018b0e5e7b9cd3,34549
marcador-overlay,04_orgaos-e-sistemas/09_sistema-reprodutor/02_feminino/03_oviduct/08_oviduct-8/imagens/marcadores/O.R.F.OD_.08.P03.png,https://digitalhistology.org/organs-systems/reproductive/female/oviduct/oviduct-8/,Órgãos e Sistemas > Sistema Reprodutor > Feminino > Oviduct > Oviduct 8,Muscularis externa,"Camada transparente de anotacao da pagina 'Oviduct: intramural portion'. Deve ser sobreposta, sem redimensionamento independente, a 'O.R.F.OD_.08.jpg'. Destaca a estrutura ou conceito 'Muscularis externa' por setas, contornos ou marcadores coloridos (incluindo vermelho quando presente). Explicacao original: The intramural oviduct lies within the uterine wall, surrounded by the uterine musculature. In the intramural oviduct, the folds of the mucosa are reduced to just a few ridges; secretory cells outnumber ciliated cells, and the muscularis externa is thick. 40x. Contexto setorial: Órgãos e Sistemas > Sistema Reprodutor > Feminino > Oviduct > Oviduct 8. Origem: Digital Histology, https://digitalhistology.org/organs-systems/reproductive/female/oviduct/oviduct-8/, acesso em 2026-08-07.",10da6efbb88570e3451e1410e29496df00ef3feeab72ec62de98c3f9be3bb377,49311
marcador-overlay,04_orgaos-e-sistemas/09_sistema-reprodutor/02_feminino/03_oviduct/08_oviduct-8/imagens/marcadores/O.R.F.OD_.08.P04.png,https://digitalhistology.org/organs-systems/reproductive/female/oviduct/oviduct-8/,Órgãos e Sistemas > Sistema Reprodutor > Feminino > Oviduct > Oviduct 8,Uterine musculature,"Camada transparente de anotacao da pagina 'Oviduct: intramural portion'. Deve ser sobreposta, sem redimensionamento independente, a 'O.R.F.OD_.08.jpg'. Destaca a estrutura ou conceito 'Uterine musculature' por setas, contornos ou marcadores coloridos (incluindo vermelho quando presente). Explicacao original: The intramural oviduct lies within the uterine wall, surrounded by the uterine musculature. In the intramural oviduct, the folds of the mucosa are reduced to just a few ridges; secretory cells outnumber ciliated cells, and the muscularis externa is thick. 40x. Contexto setorial: Órgãos e Sistemas > Sistema Reprodutor > Feminino > Oviduct > Oviduct 8. Origem: Digital Histology, https://digitalhistology.org/organs-systems/reproductive/female/oviduct/oviduct-8/, acesso em 2026-08-07.",601f7e4adf718fe12a76154b8d04f7e2f114ef123eedb175c61c363e8625ba14,49192
imagem-base,04_orgaos-e-sistemas/06_sistema-linfoide/03_organs/01_lymph-node/11_lymph-node-10/imagens/base/Or.Ly_.Node-10.jpg,https://digitalhistology.org/organs-systems/lymphoid/organs/lymph-node/lymph-node-10/,Órgãos e Sistemas > Sistema Linfoide > Organs > Lymph Node > Lymph node 10,,"Imagem-base educacional de histologia da pagina 'Lymph node: hilum', no setor Órgãos e Sistemas > Sistema Linfoide > Organs > Lymph Node > Lymph node 10. Descricao original da pagina: The hilum is the indented portion of a lymph node where the efferent lymphatics and venules exit and where arterioles enter. The hilum contains a network of anastomosing efferent vessels that receive the lymph passing through the medullary sinuses. Filling the hilum is supporting connective tissue and adipose tissue. 100x. Este arquivo nao contem os marcadores interativos; use as camadas PNG relacionadas para localizar estruturas. Origem: Digital Histology, https://digitalhistology.org/organs-systems/lymphoid/organs/lymph-node/lymph-node-10/, acesso em 2026-08-07.",8cb3ef3c26c327c3a112da6b291a1f023ecfe1f146edafa924297876392a75fd,1600284
marcador-overlay,04_orgaos-e-sistemas/06_sistema-linfoide/03_organs/01_lymph-node/11_lymph-node-10/imagens/marcadores/Or.Ly_.Node-10-1-ping.png,https://digitalhistology.org/organs-systems/lymphoid/organs/lymph-node/lymph-node-10/,Órgãos e Sistemas > Sistema Linfoide > Organs > Lymph Node > Lymph node 10,Hilum,"Camada transparente de anotacao da pagina 'Lymph node: hilum'. Deve ser sobreposta, sem redimensionamento independente, a 'Or.Ly_.Node-10.jpg'. Destaca a estrutura ou conceito 'Hilum' por setas, contornos ou marcadores coloridos (incluindo vermelho quando presente). Explicacao original: The hilum is the indented portion of a lymph node where the efferent lymphatics and venules exit and where arterioles enter. The hilum contains a network of anastomosing efferent vessels that receive the lymph passing through the medullary sinuses. Filling the hilum is supporting connective tissue and adipose tissue. 100x. Contexto setorial: Órgãos e Sistemas > Sistema Linfoide > Organs > Lymph Node > Lymph node 10. Origem: Digital Histology, https://digitalhistology.org/organs-systems/lymphoid/organs/lymph-node/lymph-node-10/, acesso em 2026-08-07.",aad74f3d6a86ba35d11bcce0f789df7239d25b2a07d2edf6759718f4ad0d0d6d,58285
marcador-overlay,04_orgaos-e-sistemas/06_sistema-linfoide/03_organs/01_lymph-node/11_lymph-node-10/imagens/marcadores/Or.Ly_.Node-10-2-ping.png,https://digitalhistology.org/organs-systems/lymphoid/organs/lymph-node/lymph-node-10/,Órgãos e Sistemas > Sistema Linfoide > Organs > Lymph Node > Lymph node 10,Sinuses entering hilum,"Camada transparente de anotacao da pagina 'Lymph node: hilum'. Deve ser sobreposta, sem redimensionamento independente, a 'Or.Ly_.Node-10.jpg'. Destaca a estrutura ou conceito 'Sinuses entering hilum' por setas, contornos ou marcadores coloridos (incluindo vermelho quando presente). Explicacao original: The hilum is the indented portion of a lymph node where the efferent lymphatics and venules exit and where arterioles enter. The hilum contains a network of anastomosing efferent vessels that receive the lymph passing through the medullary sinuses. Filling the hilum is supporting connective tissue and adipose tissue. 100x. Contexto setorial: Órgãos e Sistemas > Sistema Linfoide > Organs > Lymph Node > Lymph node 10. Origem: Digital Histology, https://digitalhistology.org/organs-systems/lymphoid/organs/lymph-node/lymph-node-10/, acesso em 2026-08-07.",64a35bf8b1344bd77461bd6c2eb206758588c7ea44f7b75e7cfddb83ae193a1c,18489
marcador-overlay,04_orgaos-e-sistemas/06_sistema-linfoide/03_organs/01_lymph-node/11_lymph-node-10/imagens/marcadores/Or.Ly_.Node-10-3-ping.png,https://digitalhistology.org/organs-systems/lymphoid/organs/lymph-node/lymph-node-10/,Órgãos e Sistemas > Sistema Linfoide > Organs > Lymph Node > Lymph node 10,Efferent lymphatic vessels,"Camada transparente de anotacao da pagina 'Lymph node: hilum'. Deve ser sobreposta, sem redimensionamento independente, a 'Or.Ly_.Node-10.jpg'. Destaca a estrutura ou conceito 'Efferent lymphatic vessels' por setas, contornos ou marcadores coloridos (incluindo vermelho quando presente). Explicacao original: The hilum is the indented portion of a lymph node where the efferent lymphatics and venules exit and where arterioles enter. The hilum contains a network of anastomosing efferent vessels that receive the lymph passing through the medullary sinuses. Filling the hilum is supporting connective tissue and adipose tissue. 100x. Contexto setorial: Órgãos e Sistemas > Sistema Linfoide > Organs > Lymph Node > Lymph node 10. Origem: Digital Histology, https://digitalhistology.org/organs-systems/lymphoid/organs/lymph-node/lymph-node-10/, acesso em 2026-08-07.",b3a8415b25fa418016a9ef84389582eff19d1c2574e2b7fa054d93f0a84f4dcc,17447
marcador-overlay,04_orgaos-e-sistemas/06_sistema-linfoide/03_organs/01_lymph-node/11_lymph-node-10/imagens/marcadores/Or.Ly_.Node-10-4-ping.png,https://digitalhistology.org/organs-systems/lymphoid/organs/lymph-node/lymph-node-10/,Órgãos e Sistemas > Sistema Linfoide > Organs > Lymph Node > Lymph node 10,Arteriole,"Camada transparente de anotacao da pagina 'Lymph node: hilum'. Deve ser sobreposta, sem redimensionamento independente, a 'Or.Ly_.Node-10.jpg'. Destaca a estrutura ou conceito 'Arteriole' por setas, contornos ou marcadores coloridos (incluindo vermelho quando presente). Explicacao original: The hilum is the indented portion of a lymph node where the efferent lymphatics and venules exit and where arterioles enter. The hilum contains a network of anastomosing efferent vessels that receive the lymph passing through the medullary sinuses. Filling the hilum is supporting connective tissue and adipose tissue. 100x. Contexto setorial: Órgãos e Sistemas > Sistema Linfoide > Organs > Lymph Node > Lymph node 10. Origem: Digital Histology, https://digitalhistology.org/organs-systems/lymphoid/organs/lymph-node/lymph-node-10/, acesso em 2026-08-07.",7349eff25dcf0f1d9a009b8e3626752fd0acec8c485ef026c91cc7fda2950fbc,15417
